Payroll_ID,Employee_ID,Basic_Salary,Bonuses,Deductions,Net_Salary,Payment_Date
PAY22479,EMP8380,46058.6,3585.69,2941.58,124775.49,2024-12-24
PAY38228,EMP7739,79949.55,5718.08,2424.3,94135.41,2023-12-31
PAY79459,EMP5623,80291.38,4074.21,2695.59,26865.01,2025-06-19
PAY66794,EMP3646,147657.47,7077.04,4397.12,27528.29,2024-03-24
PAY82632,EMP6472,69919.68,2068.57,2555.51,125590.54,2023-03-08
PAY93609,EMP1157,145548.76,2622.67,3678.8,72615.33,2024-11-10
PAY64384,EMP4916,105377.76,8060.98,691.05,123484.13,2023-06-27
PAY36303,EMP8211,83120.46,5642.61,2251.94,134674.42,2025-09-15
PAY62624,EMP5790,124121.09,9484.18,2159.04,88965.68,2024-10-17
PAY15081,EMP4208,114806.11,8595.15,4905.82,87464.56,2024-08-03
PAY54005,EMP9681,146142.34,5502.68,792.59,53821.73,2024-10-11
PAY58240,EMP8085,49727.76,8212.06,1729.11,114627.6,2024-03-04
PAY89984,EMP3217,56088.35,6153.92,4391.69,45734.16,2024-10-07
PAY69633,EMP8400,114968.89,7476.83,2921.06,102644.25,2023-12-21
PAY75300,EMP5601,120222.26,6127.8,2920.71,113380.05,2025-05-17
PAY62769,EMP7950,121671.27,2731.4,1688.43,46333.55,2024-12-04
PAY66646,EMP9596,136646.69,8985.25,934.96,36031.56,2023-01-24
PAY51331,EMP1609,107331.04,4001.03,4547.02,44453.96,2024-10-25
PAY7179,EMP1944,132297.57,1776.31,3422.88,61522.67,2023-01-22
PAY13931,EMP9121,101493.2,3386.93,4098.5,118152.2,2025-08-07
PAY88167,EMP3602,143469.31,8929.5,1454.02,57353.5,2025-06-05
PAY36190,EMP6648,97605.65,9901.64,4705.26,133042.86,2024-12-23
PAY50480,EMP8967,57272.55,7070.89,2389.44,33837.89,2025-09-19
PAY75311,EMP7617,36150.39,8974.12,3177.54,85485.95,2023-09-28
PAY68445,EMP1203,74095.3,2060.96,738.2,31036.79,2024-12-28
PAY53710,EMP2320,75947.52,2137.6,1301.33,135848.76,2025-01-13
PAY5431,EMP4415,46793.39,1350.76,4056.72,39311.34,2023-08-11
PAY16216,EMP1277,99876.68,1443.21,1714.68,101058.1,2023-08-07
PAY31377,EMP7520,148296.94,9614.64,3650.33,86458.61,2024-01-27
PAY28653,EMP3698,53818.08,2036.51,982.6,110657.14,2024-12-22
PAY79495,EMP3348,46862.61,3793.29,4612.65,113804.86,2023-08-30
PAY45495,EMP4321,45301.4,1478.06,1118.21,83723.91,2023-11-20
PAY76540,EMP5273,92924.4,1419.07,1074.83,27989.08,2024-04-11
PAY94608,EMP2181,46834.02,5865.62,3470.87,98429.76,2023-04-12
PAY31507,EMP1864,50067.57,1356.17,3346.49,50106.6,2025-12-14
PAY96407,EMP9289,136346.7,1460.26,4610.68,103902.63,2024-10-29
PAY69558,EMP9370,127006.18,8254.13,2244.76,25148.66,2023-11-16
PAY19921,EMP7963,66993.48,6641.74,3709.64,67919.05,2024-01-11
PAY92510,EMP6236,65151.38,1245.03,1551.43,65793.83,2025-03-02
PAY49567,EMP7123,34044.58,4194.96,4981.5,25530.9,2025-10-01
PAY9299,EMP5183,113636.74,1114.16,1702.11,123370.79,2025-05-26
PAY33050,EMP4621,48977.21,9201.13,584.89,111800.41,2024-12-17
PAY76128,EMP7026,83471.35,6475.18,3467.1,48655.94,2025-07-09
PAY91347,EMP2006,82764.58,1344.72,680.0,118353.4,2025-10-26
PAY8080,EMP8698,64522.31,8379.4,3923.65,112946.54,2023-10-10
PAY48044,EMP8539,135767.56,4898.76,1956.01,40990.98,2024-08-10
PAY58099,EMP7273,58577.65,7689.98,1506.42,117452.93,2024-05-21
PAY56699,EMP9606,47811.36,5547.94,4796.28,122928.86,2023-03-13
PAY35974,EMP8745,130410.94,3367.01,4088.4,58705.26,2025-02-10
PAY45978,EMP2678,123639.08,2868.35,3623.04,136959.15,2024-11-06
PAY66946,EMP3309,82705.85,5044.04,1648.82,51546.38,2024-05-29
PAY25102,EMP3404,67576.0,5433.44,893.01,120443.55,2025-06-26
PAY51088,EMP5117,39516.46,8580.29,2366.08,69451.12,2023-08-13
PAY47948,EMP4457,57523.41,3759.75,1032.93,66626.07,2023-02-10
PAY63019,EMP8025,132958.11,3347.03,3548.01,61259.37,2024-05-28
PAY26592,EMP6715,118925.53,2707.24,2531.14,29383.1,2023-08-10
PAY50595,EMP8961,111210.74,6907.93,3006.26,85841.29,2023-05-25
PAY26307,EMP6349,94278.53,5465.49,2358.32,29195.29,2025-05-09
PAY95057,EMP1173,69540.97,8909.67,4575.56,102039.54,2024-11-09
PAY34913,EMP1643,45152.73,4300.04,3266.48,45105.09,2025-07-27
PAY5221,EMP2861,102008.89,3973.95,1667.35,125188.0,2025-08-14
PAY61673,EMP9178,68326.98,7531.19,2786.32,26368.49,2025-08-02
PAY86563,EMP6178,65162.58,9713.33,2765.96,129286.7,2023-10-22
PAY96877,EMP8625,101376.36,5563.01,4025.45,79024.2,2024-09-12
PAY17659,EMP2805,92554.86,3670.7,571.3,101336.3,2024-05-23
PAY8817,EMP8637,116797.5,2984.61,2225.23,87115.44,2024-11-20
PAY30616,EMP9397,97937.02,2185.28,3375.52,135975.8,2025-08-16
PAY8926,EMP8487,138420.09,2220.06,3558.52,103442.65,2023-01-29
PAY70132,EMP2214,41001.56,5525.93,3013.09,26281.45,2025-01-04
PAY58022,EMP5855,75641.48,3971.29,4825.56,92142.14,2025-09-17
PAY47311,EMP1813,88718.17,6270.56,4187.66,116349.98,2025-10-15
PAY40123,EMP8061,42520.99,6404.63,1048.49,70648.43,2025-11-30
PAY50474,EMP3555,104793.91,8697.21,3518.2,60539.22,2024-06-09
PAY19833,EMP1487,109356.86,9065.21,4920.87,106863.56,2025-11-19
PAY13890,EMP6709,148912.94,4371.94,698.83,134180.53,2024-02-16
PAY17261,EMP8966,76543.65,1323.8,1654.13,55589.77,2023-12-10
PAY23450,EMP8745,148678.52,1952.59,2938.77,41354.94,2025-02-24
PAY29818,EMP7340,104315.66,6929.22,4531.51,33138.25,2025-06-08
PAY78771,EMP3183,65138.95,8269.4,4999.67,72042.3,2024-09-08
PAY22228,EMP3760,88340.49,5286.95,4313.53,96953.67,2023-02-14
PAY98085,EMP3862,145360.97,4831.74,1428.5,29796.86,2025-02-15
PAY35714,EMP6725,144703.71,6693.49,925.03,101616.13,2024-12-01
PAY85946,EMP8550,113813.37,2285.93,878.39,101856.22,2025-03-26
PAY23630,EMP8586,90548.89,2900.85,822.83,45475.7,2024-09-07
PAY81754,EMP1775,55938.68,9010.14,4241.26,130808.15,2025-03-22
PAY51831,EMP2102,148037.29,8454.93,583.61,64128.35,2024-03-23
PAY66332,EMP4595,36955.7,6919.48,2020.57,101098.58,2023-06-04
PAY87215,EMP5474,142071.28,1108.74,773.6,76516.17,2025-02-22
PAY43311,EMP7824,45349.09,6210.83,3142.12,130204.89,2024-06-03
PAY57328,EMP1039,80801.99,7883.41,4068.9,118992.96,2025-04-17
PAY44093,EMP4753,148729.79,7632.17,3483.0,63759.97,2024-09-03
PAY3348,EMP9985,123199.07,3844.81,4433.23,125899.5,2024-05-30
PAY38305,EMP3627,87293.32,5976.33,1385.99,125592.39,2024-08-08
PAY44970,EMP5545,72276.65,9621.56,1144.33,34967.88,2024-04-01
PAY39937,EMP6492,52128.88,5120.58,2754.12,91599.22,2023-03-11
PAY73448,EMP7912,36889.5,8495.86,2970.27,39145.23,2024-11-07
PAY1272,EMP1051,83067.41,1740.51,3198.11,41932.93,2023-03-31
PAY81374,EMP3124,40764.51,7676.37,3759.82,55886.32,2023-09-01
PAY37852,EMP5393,142220.76,6799.4,4977.27,39194.39,2023-03-04
PAY11475,EMP6436,38563.02,8336.43,1902.96,85289.12,2025-12-07
PAY64636,EMP1147,32521.46,8071.3,759.85,78587.87,2025-03-30
PAY70780,EMP4678,37964.05,6838.91,1421.85,34654.33,2024-09-04
PAY61000,EMP1458,58251.67,5222.09,4750.47,76124.48,2024-05-18
PAY2781,EMP4842,89093.86,6452.75,855.62,77888.3,2023-10-25
PAY39596,EMP1089,51898.37,9834.38,1154.53,117414.66,2025-08-17
PAY41719,EMP1590,83777.66,6037.32,3019.11,118808.85,2023-04-29
PAY77217,EMP5363,48855.09,8895.97,1636.93,77925.55,2024-11-30
PAY14209,EMP2429,60133.64,6121.48,4665.37,55375.26,2024-05-19
PAY59309,EMP9137,146322.38,4357.42,1126.98,127624.23,2024-08-24
PAY49346,EMP5388,98937.52,9305.7,2398.78,54678.65,2023-11-11
PAY1955,EMP6812,92642.45,5590.63,2756.65,124891.83,2024-07-09
PAY64774,EMP2771,121591.65,8267.72,4188.58,108944.93,2024-04-12
PAY54708,EMP6563,108408.95,7617.08,3523.1,77613.57,2025-06-18
PAY85704,EMP9777,97119.65,7029.11,2357.77,93934.69,2024-11-29
PAY41575,EMP9513,110748.64,6234.11,1140.89,139891.83,2025-02-12
PAY41042,EMP7489,70472.42,4241.46,2276.1,120396.36,2025-08-14
PAY80101,EMP6844,146003.03,7690.79,3340.05,71138.05,2025-03-25
PAY55980,EMP1185,81476.14,6148.26,1977.11,82585.04,2024-06-17
PAY5729,EMP2168,131400.26,8035.55,4285.4,30163.51,2023-09-14
PAY68206,EMP6389,72516.52,3114.18,758.94,87219.05,2024-06-03
PAY56032,EMP1879,136698.21,6200.68,757.5,115794.73,2023-09-19
PAY16000,EMP1225,30521.22,6983.04,4644.43,82869.23,2025-07-31
PAY74329,EMP9141,62458.96,5936.75,3560.79,67635.83,2025-04-29
PAY6498,EMP7094,55702.72,4360.9,948.04,44349.92,2023-06-22
PAY11340,EMP4052,141812.14,6639.59,3241.85,80372.98,2025-11-11
PAY86361,EMP9621,66954.75,3065.01,1039.36,70445.96,2025-02-12
PAY62866,EMP5473,122714.85,7452.57,4560.19,101584.99,2025-07-31
PAY79697,EMP6988,107770.56,7959.4,4480.58,66983.39,2024-02-16
PAY27264,EMP1013,95438.19,6950.32,3371.64,79048.81,2024-04-01
PAY25922,EMP5904,50763.64,6136.45,2944.5,118462.72,2023-02-09
PAY75873,EMP4063,121184.57,6336.27,2171.69,106977.37,2024-04-01
PAY47943,EMP3592,30462.0,2011.7,505.56,57755.43,2024-06-12
PAY59343,EMP7577,37032.01,5440.26,3404.64,63336.03,2024-08-31
PAY16657,EMP5480,91494.7,9078.57,3128.13,127492.91,2024-03-08
PAY80066,EMP4338,146140.09,6814.36,4334.76,103548.29,2025-02-23
PAY87100,EMP5339,106649.99,1050.24,2380.12,63012.53,2025-09-20
PAY96791,EMP8492,85443.29,6770.29,1516.3,133830.07,2024-04-13
PAY43742,EMP9618,52164.48,5221.54,1176.69,33821.39,2025-11-15
PAY68696,EMP3711,107586.98,3682.87,4391.92,32373.71,2023-04-28
PAY78444,EMP4234,41480.71,9016.57,3655.14,45566.01,2025-12-18
PAY94827,EMP6060,70829.6,5036.54,1001.31,68701.57,2025-04-01
PAY37642,EMP7985,95545.51,5860.97,4751.79,31330.07,2023-08-12
PAY68909,EMP2361,65931.97,7683.18,3399.56,34338.29,2025-01-11
PAY47868,EMP9362,49777.26,5266.9,1638.51,88636.43,2024-11-20
PAY29056,EMP5206,32742.65,7925.97,604.9,73857.58,2025-03-07
PAY79662,EMP5137,86519.76,1336.24,1181.87,89925.88,2023-05-27
PAY96729,EMP8367,80843.94,9098.97,2043.21,35471.61,2023-05-31
PAY86862,EMP9978,92988.38,9599.0,1712.02,78825.68,2024-01-29
PAY49212,EMP4288,120584.61,6315.07,2275.03,59892.75,2023-07-20
PAY3409,EMP9461,44008.59,4292.34,768.44,30126.18,2025-01-05
PAY49836,EMP9864,126727.88,8161.44,1445.37,60804.5,2024-12-25
PAY23843,EMP9977,138666.87,6223.32,2328.42,81753.96,2024-01-15
PAY62934,EMP9859,72746.59,3296.89,2464.7,81565.44,2023-12-24
PAY99875,EMP8715,109353.6,5025.32,3709.84,51660.77,2024-03-29
PAY13820,EMP5505,64631.29,7764.01,1543.55,84045.61,2025-09-06
PAY91264,EMP2427,53157.18,1225.51,2454.71,82804.09,2024-03-15
PAY50361,EMP4550,53565.1,5171.01,892.23,76812.41,2024-10-21
PAY30838,EMP4091,39843.28,4762.36,4451.9,39119.7,2024-10-25
PAY31239,EMP3946,40439.85,8686.34,2586.67,53200.67,2023-01-06
PAY51843,EMP9105,138082.12,3429.3,1653.23,96478.28,2025-03-10
PAY18407,EMP3744,67515.33,1137.46,548.85,34238.12,2024-10-20
PAY99195,EMP5436,73998.17,6975.93,3554.57,113989.28,2024-12-17
PAY6235,EMP2444,59797.17,3103.19,2380.88,44991.87,2025-03-24
PAY73193,EMP6722,67300.47,4078.61,4275.67,102607.19,2024-07-17
PAY16942,EMP8459,100901.4,9006.0,1667.97,132333.33,2024-12-06
PAY20130,EMP6279,121896.74,5667.54,4612.36,35623.86,2024-12-16
PAY63488,EMP4638,92307.88,3688.5,2818.44,31268.99,2023-01-28
PAY9179,EMP2421,125311.03,5014.58,2096.73,55068.4,2024-07-07
PAY70623,EMP4456,133931.8,4287.5,3658.75,25174.91,2024-08-11
PAY83701,EMP6698,42188.78,4554.38,1474.96,120046.69,2025-06-10
PAY30015,EMP8443,52840.32,4274.56,1220.77,95946.68,2023-01-30
PAY24678,EMP5698,112586.77,3477.86,4634.74,89444.31,2023-06-23
PAY64705,EMP7580,70735.83,4093.81,2300.02,71131.67,2025-07-25
PAY24249,EMP6412,106300.59,9418.92,3573.12,91778.17,2024-08-12
PAY16113,EMP4574,79872.58,5784.66,2422.52,33594.29,2023-03-11
PAY31926,EMP5008,32478.57,6550.86,4101.56,45738.2,2025-07-30
PAY56712,EMP5611,91394.78,6916.86,2452.58,55790.07,2023-06-03
PAY70973,EMP7329,83320.22,4830.17,1496.54,54354.54,2023-02-14
PAY89133,EMP5630,131608.63,6309.14,519.33,61225.17,2023-04-25
PAY97033,EMP9506,110364.58,1092.92,2863.26,53982.68,2023-04-21
PAY49234,EMP2216,42158.81,8157.79,1477.99,117533.77,2023-01-07
PAY79277,EMP2895,33713.86,1736.94,3457.08,123137.16,2023-05-08
PAY47515,EMP2160,41630.64,8875.94,965.65,35919.5,2025-01-04
PAY70695,EMP2249,126180.93,1619.8,4747.88,61891.13,2025-09-01
PAY33695,EMP3564,33310.66,2258.5,835.97,130116.24,2025-03-08
PAY53125,EMP3317,142874.47,8237.82,4276.2,105220.15,2025-01-16
PAY69817,EMP2232,137782.74,1831.37,1859.66,26213.82,2024-04-30
PAY39683,EMP5457,84952.45,6231.76,4685.21,95019.5,2025-11-13
PAY13693,EMP7567,63003.34,1567.37,1837.56,87677.57,2025-06-27
PAY44844,EMP6796,65232.89,9923.33,3263.08,54197.06,2023-03-28
PAY82462,EMP5366,50974.21,2279.66,2474.48,44435.99,2025-07-15
PAY64377,EMP1332,132949.53,1966.27,4395.49,64532.83,2023-10-30
PAY64176,EMP8926,56770.17,8862.5,4670.02,134510.63,2023-06-27
PAY45955,EMP7274,53585.05,7501.25,2090.83,59808.09,2023-12-26
PAY81267,EMP5099,58959.96,3994.68,3888.29,101839.25,2025-10-31
PAY38321,EMP1192,118482.96,2834.9,2648.33,122860.92,2023-03-19
PAY37167,EMP9203,45607.31,9842.84,2831.69,75654.95,2023-10-26
PAY26704,EMP5292,99573.28,8519.77,2550.45,137454.43,2023-06-26
PAY48627,EMP2110,61738.27,8056.71,4910.9,67104.86,2025-08-09
PAY94343,EMP6350,56570.07,2448.28,979.97,66840.27,2023-06-20
PAY89908,EMP9888,53945.8,7456.26,4284.67,134653.04,2024-07-14
PAY25128,EMP6121,68243.83,7340.28,2257.08,67932.5,2025-11-01
PAY83171,EMP8143,73898.88,7728.15,2521.42,70582.48,2023-05-06
PAY31990,EMP8492,71343.48,2275.88,3408.93,37750.32,2023-02-27
PAY80150,EMP8423,48454.83,6383.86,1536.43,65450.26,2025-08-09
PAY80922,EMP8668,95178.13,6822.27,3966.83,75136.9,2024-02-25
PAY94672,EMP6784,74699.37,8804.23,3194.09,54474.11,2024-09-06
PAY89491,EMP1410,37242.47,4568.81,4996.4,59356.56,2025-09-03
PAY48456,EMP7643,96588.49,2618.71,1317.47,86775.55,2024-04-18
PAY72011,EMP4010,76663.94,2707.05,2395.34,36652.25,2023-09-01
PAY57009,EMP7392,48291.37,9393.47,4973.31,40539.07,2025-02-16
PAY42712,EMP5559,143986.4,5201.21,4065.2,130389.58,2025-12-23
PAY27661,EMP3421,126002.22,8867.05,1085.41,45905.07,2025-02-27
PAY88756,EMP6159,78942.28,9755.52,1096.38,76598.7,2024-05-27
PAY99004,EMP2948,30070.59,3744.17,1863.01,132764.99,2024-02-06
PAY54165,EMP7646,140397.79,8884.42,2712.21,32481.98,2024-02-05
PAY30583,EMP6335,136170.63,7131.37,3681.94,138695.4,2024-08-03
PAY97935,EMP4411,61154.77,4894.01,3448.62,41281.94,2025-01-15
PAY16366,EMP9521,136706.22,3561.55,3388.77,45041.02,2025-02-04
PAY97651,EMP7018,51648.69,4380.39,3895.47,120683.75,2023-10-31
PAY76226,EMP6955,56598.87,5507.58,871.13,65626.52,2023-12-10
PAY27499,EMP7479,69019.21,6751.98,1157.86,51802.59,2024-08-08
PAY13731,EMP1772,73776.15,4738.5,4873.35,91228.83,2025-10-28
PAY50343,EMP7169,120416.17,4903.55,1195.67,126665.13,2025-12-10
PAY9719,EMP6512,79668.45,6515.03,1855.98,131744.43,2025-05-25
PAY14744,EMP4687,114005.02,7625.07,726.09,90878.25,2025-10-04
PAY56019,EMP3743,77330.67,9467.15,3209.61,56805.52,2025-03-06
PAY15825,EMP8781,60543.04,2682.73,4017.43,59747.26,2024-10-05
PAY34748,EMP4949,79015.17,5765.78,1135.98,29958.41,2024-12-31
PAY60447,EMP5311,53721.5,3602.75,4657.26,133582.15,2023-06-15
PAY35249,EMP7300,138862.24,1360.18,2323.98,55313.92,2024-12-14
PAY17309,EMP2529,62947.57,9719.93,2175.24,69405.09,2025-10-27
PAY77750,EMP8235,114262.27,9953.73,2134.32,74157.0,2023-07-27
PAY37677,EMP3814,71829.88,4942.29,1675.81,134620.5,2025-05-27
PAY90043,EMP5861,74763.24,8071.49,2640.86,76800.55,2025-04-02
PAY38989,EMP8966,30414.02,1895.8,4610.72,95513.43,2024-12-05
PAY91942,EMP3416,116681.09,5681.46,1722.65,135947.07,2024-02-24
PAY80315,EMP4812,56393.84,4782.8,996.33,40629.4,2024-08-01
PAY33723,EMP2452,40251.02,9375.2,4220.6,79008.15,2025-10-26
PAY11606,EMP6546,85330.85,2097.7,3701.71,32220.62,2023-11-30
PAY74371,EMP2525,117319.2,7343.75,1009.88,29431.21,2024-12-12
PAY58134,EMP5422,119660.95,9579.39,4345.53,52821.46,2024-10-09
PAY28688,EMP8209,127968.48,2812.75,3615.55,80810.91,2023-11-15
PAY40703,EMP3389,31748.23,5849.42,1542.47,97035.65,2023-06-15
PAY84017,EMP6398,143990.36,5720.06,1968.13,113894.08,2024-09-20
PAY46951,EMP4290,127813.87,5790.35,3470.34,25995.52,2024-06-28
PAY20323,EMP4797,114116.31,3979.53,517.15,70911.64,2023-06-06
PAY49314,EMP3143,53980.27,6285.95,3001.52,100907.19,2023-08-18
PAY49311,EMP6424,38006.04,2723.08,4728.41,71139.0,2024-03-17
PAY89785,EMP3497,31631.99,1084.97,4586.17,92178.96,2024-01-02
PAY28668,EMP6450,61717.05,6653.52,3806.21,41112.76,2025-11-02
PAY56669,EMP3419,143612.43,8715.63,2083.96,95660.27,2025-05-23
PAY89809,EMP1871,105310.1,9888.82,2000.46,102578.15,2023-11-09
PAY16417,EMP9564,101238.54,6504.15,2513.6,52962.22,2024-01-07
PAY16837,EMP1644,55408.53,1733.79,3830.84,90766.93,2024-07-01
PAY66914,EMP9587,145645.64,5177.84,4421.95,33170.95,2023-03-09
PAY15972,EMP2829,33666.39,8923.46,1942.94,43330.97,2023-03-06
PAY81015,EMP5900,94428.67,2671.87,1122.02,138655.75,2025-12-15
PAY42642,EMP2849,67980.79,2763.06,3808.13,98537.31,2025-03-16
PAY83437,EMP4198,80649.51,9460.62,1265.61,119524.86,2025-11-28
PAY3716,EMP6662,142134.49,7701.11,705.24,122395.37,2023-04-20
PAY57928,EMP7667,44584.38,8386.57,742.98,39853.03,2025-11-11
PAY35324,EMP8158,72336.26,9719.89,4718.9,91440.07,2024-12-18
PAY28324,EMP3589,60649.7,3280.32,1553.03,131658.98,2023-09-15
PAY84638,EMP7531,104676.66,6885.22,4393.62,104801.17,2024-09-08
PAY24452,EMP1531,62345.72,4412.69,3078.44,103464.32,2025-01-16
PAY32405,EMP3392,126980.67,7584.28,3625.93,52030.78,2023-11-30
PAY58094,EMP2842,145132.84,2501.21,1217.69,89941.31,2025-07-14
PAY48758,EMP3544,60582.84,1954.34,3999.67,127633.19,2025-06-18
PAY97236,EMP6543,78825.13,6657.4,4150.62,70052.14,2023-10-29
PAY63259,EMP2736,62558.58,1802.41,2439.84,88381.3,2023-04-09
PAY5831,EMP7761,37978.26,7483.24,1019.73,56935.12,2023-01-31
PAY43606,EMP1243,81633.37,5930.75,3251.33,95429.78,2025-03-10
PAY31581,EMP2840,56828.65,1683.96,2596.62,95169.66,2025-06-22
PAY35428,EMP7897,57442.2,6599.75,3665.65,62468.8,2024-08-11
PAY79858,EMP8813,125389.07,6226.55,3312.63,85783.87,2024-03-04
PAY66428,EMP7323,107349.17,7654.14,4862.22,30112.24,2025-11-09
PAY25224,EMP8523,77626.31,7861.94,4646.3,135326.46,2025-11-10
PAY9548,EMP2144,90512.26,4058.41,3108.75,112981.41,2023-10-05
PAY19702,EMP9858,137130.59,9864.8,4634.76,100776.68,2023-10-31
PAY93017,EMP1146,141393.14,9141.37,2962.05,106875.07,2023-10-06
PAY14937,EMP3659,117407.19,5608.19,3438.81,135275.29,2025-08-18
PAY72293,EMP4173,42728.82,2584.43,2095.12,85713.17,2024-10-24
PAY93541,EMP3320,147653.68,4963.86,1419.66,27260.23,2023-09-28
PAY96506,EMP4182,57408.0,7678.94,3084.81,73407.62,2024-06-29
PAY31541,EMP6586,74019.05,5266.75,1763.17,37172.32,2024-06-20
PAY58434,EMP9435,149564.08,9424.93,3683.96,39940.82,2024-01-12
PAY23492,EMP9216,113810.8,4755.83,3043.97,71591.54,2025-06-10
PAY54432,EMP9555,143934.79,7878.23,1078.56,49955.48,2023-11-25
PAY19828,EMP1886,82373.14,1891.84,532.58,127789.35,2025-05-05
PAY33181,EMP3579,45137.8,9831.65,642.34,52281.39,2025-08-05
PAY11819,EMP5377,99667.48,3540.51,3623.47,110478.82,2025-10-21
PAY93912,EMP7005,125621.54,3432.75,1422.22,28933.56,2023-07-23
PAY85889,EMP6193,104978.2,4656.14,3349.15,37022.26,2024-08-06
PAY81345,EMP6338,42374.36,8600.95,2121.97,105854.31,2023-04-03
PAY61066,EMP1376,53081.64,4168.87,1784.24,101141.1,2023-10-05
PAY81277,EMP9068,61010.28,4378.82,2543.58,55265.55,2025-05-24
PAY26872,EMP5580,57315.1,8005.88,2283.81,107265.25,2024-12-22
PAY45584,EMP3029,112876.61,6233.56,4138.1,101788.55,2023-02-10
PAY79958,EMP1721,131968.95,6592.17,976.06,133962.74,2025-01-06
PAY71529,EMP6310,77557.02,3730.47,4938.41,115589.29,2025-12-06
PAY28275,EMP2539,141098.39,8147.52,4131.48,70077.75,2025-08-09
PAY69696,EMP2513,90955.28,5087.12,4499.95,73115.57,2023-01-02
PAY17512,EMP9659,80754.76,7073.33,4030.77,49798.54,2023-09-11
PAY54777,EMP9219,125535.13,1630.25,1698.81,77662.62,2025-05-01
PAY81631,EMP4579,113241.51,8584.25,4052.09,62161.4,2024-10-07
PAY76861,EMP3683,95038.91,9679.12,4470.68,52187.45,2023-11-12
PAY98481,EMP3614,62362.4,3628.84,3089.2,71553.44,2025-07-10
PAY52934,EMP8693,83386.55,2769.69,850.67,65267.32,2023-04-19
PAY99105,EMP7170,62468.61,1177.06,4080.19,89456.42,2023-04-23
PAY49738,EMP6589,34199.48,2549.91,2682.21,118231.56,2025-06-30
PAY16189,EMP2853,87772.24,1722.96,1205.93,57670.0,2025-01-03
PAY19342,EMP4112,93135.66,5953.64,1120.58,31999.6,2025-04-19
PAY31985,EMP5196,55700.52,3358.58,3652.91,111706.83,2025-08-24
PAY46419,EMP5796,68514.67,3698.01,630.3,29473.87,2025-12-30
PAY49145,EMP4186,38863.64,7632.68,4819.42,42225.89,2023-05-28
PAY2203,EMP2188,110336.73,4616.56,3775.68,38028.85,2023-05-02
PAY72394,EMP9643,90516.25,1031.56,1399.43,128460.1,2025-04-05
PAY95996,EMP5716,73315.79,3397.7,4569.78,114121.62,2024-06-11
PAY66995,EMP6971,32107.09,7758.31,4450.23,66457.08,2023-12-29
PAY58437,EMP2080,39643.36,3665.21,2117.2,56213.75,2023-04-27
PAY30939,EMP1079,135098.11,4362.21,4338.51,40120.22,2024-11-01
PAY17048,EMP3112,127107.53,4516.4,4601.44,32668.35,2025-07-05
PAY69664,EMP2963,102163.76,4400.45,1402.24,30459.95,2024-04-11
PAY51644,EMP1122,149642.71,8995.88,4840.27,139827.79,2024-02-17
PAY96022,EMP5801,127273.04,7198.05,4905.55,97729.46,2023-08-22
PAY22182,EMP9616,136098.81,5161.6,836.97,112083.93,2024-03-30
PAY62184,EMP3988,98500.95,1664.6,1969.09,115893.49,2023-08-05
PAY5336,EMP7071,50002.78,8804.36,1134.15,120425.98,2023-11-28
PAY67046,EMP9631,55909.24,7281.6,3999.61,61387.93,2023-03-07
PAY91543,EMP7647,108297.75,1563.59,4032.32,54816.63,2024-12-12
PAY99971,EMP6623,97945.61,2867.44,3765.69,129325.11,2024-08-14
PAY38944,EMP3065,123229.8,8701.0,2404.08,68494.21,2023-02-17
PAY81271,EMP6851,134069.62,6809.99,2994.22,72475.82,2025-01-09
PAY43819,EMP5902,101908.55,9008.5,2996.12,35805.63,2025-10-25
PAY18286,EMP7024,47534.37,4762.4,3629.46,105602.13,2025-07-13
PAY6502,EMP1889,88340.86,2432.03,4782.33,28651.09,2025-07-30
PAY82736,EMP1752,109779.06,6342.5,4235.81,103964.08,2025-01-26
PAY93241,EMP2074,130386.68,4198.45,3727.6,49216.97,2023-01-24
PAY15249,EMP3870,56513.7,5342.19,1507.07,134503.48,2023-06-19
PAY49172,EMP1828,50920.89,2350.26,1380.82,89342.95,2024-10-27
PAY66722,EMP6929,51740.92,1021.33,1940.76,105692.06,2023-07-30
PAY6606,EMP3718,116579.22,5165.11,1286.14,55535.0,2024-07-09
PAY82372,EMP9195,53053.11,5045.2,4784.55,109187.13,2023-02-05
PAY77388,EMP9441,63810.59,4381.86,2565.02,72765.64,2023-03-20
PAY81897,EMP6665,61869.36,8231.4,3892.42,60836.88,2023-05-03
PAY1408,EMP8893,73628.87,9172.15,975.3,77476.8,2024-05-25
PAY19294,EMP5768,78885.44,2587.59,4087.24,26805.42,2025-07-08
PAY39924,EMP9510,102899.51,8450.82,3907.85,83544.27,2024-11-09
PAY8921,EMP7435,127168.51,2129.41,1519.21,94220.94,2024-01-27
PAY73630,EMP5114,102260.02,2635.0,3951.4,106659.02,2024-06-12
PAY9896,EMP5792,81026.04,2735.47,1895.12,40855.34,2023-08-02
PAY89314,EMP2859,92420.8,2380.01,3999.58,104539.81,2025-08-24
PAY84141,EMP9226,76036.14,6604.49,3708.44,91441.7,2024-12-01
PAY14211,EMP1686,119820.93,7305.21,3492.88,77816.35,2025-02-21
PAY38880,EMP8058,139845.49,7051.23,3844.57,58190.46,2023-08-15
PAY98074,EMP9156,70429.55,6995.63,4873.3,91878.56,2025-09-25
PAY27593,EMP1837,38648.79,2496.42,4235.13,128602.06,2024-06-06
