Attendance_ID,Employee_ID,Date,Check_in_Time,Check_out_Time,Total_Hours_Worked,Overtime_Hours,Leave_Status
ATT98871,EMP4456,2024-11-30,06:12:58,14:25:27,4.7,1.2,None
ATT21536,EMP6698,2024-07-12,08:43:06,12:12:22,5.9,2.3,Vacation
ATT64979,EMP8443,2024-04-09,01:40:15,01:07:53,8.0,2.8,Vacation
ATT59506,EMP5698,2023-10-12,20:04:26,11:01:22,8.9,2.0,Sick Leave
ATT2398,EMP7580,2024-11-22,09:27:24,08:27:53,4.6,0.5,None
ATT70277,EMP6412,2024-10-10,19:27:28,07:01:33,9.6,1.7,Sick Leave
ATT78342,EMP4574,2025-06-02,01:17:13,20:17:33,8.3,0.9,Vacation
ATT48398,EMP5008,2024-06-23,21:06:00,15:46:41,8.0,0.3,None
ATT99958,EMP5611,2024-05-31,02:00:37,23:53:05,4.7,2.0,Sick Leave
ATT98558,EMP7329,2023-07-13,16:23:24,12:18:16,5.2,1.0,Vacation
ATT52178,EMP5630,2024-10-09,03:36:20,09:00:13,6.3,1.2,Vacation
ATT61668,EMP9506,2024-06-03,00:25:55,15:29:56,8.0,2.6,Sick Leave
ATT60690,EMP2216,2025-03-13,04:56:28,05:01:01,5.1,1.8,None
ATT30195,EMP2895,2025-09-06,14:42:52,09:04:01,8.0,2.3,Vacation
ATT25010,EMP2160,2023-12-06,09:56:38,09:39:47,9.2,0.9,Vacation
ATT19961,EMP2249,2025-03-21,04:34:39,02:09:39,5.7,2.3,None
ATT49269,EMP3564,2024-12-28,23:42:54,13:39:53,4.4,0.7,Sick Leave
ATT48374,EMP3317,2023-04-22,08:46:22,07:15:05,5.7,0.1,Vacation
ATT33350,EMP2232,2024-04-15,17:50:50,03:02:46,9.6,1.1,Vacation
ATT57888,EMP5457,2024-06-16,05:00:22,18:14:03,6.2,0.3,None
ATT51507,EMP7567,2025-04-15,22:52:07,23:51:51,4.5,1.7,Vacation
ATT38470,EMP6796,2025-04-06,02:15:10,22:44:22,9.0,0.7,Sick Leave
ATT33608,EMP5366,2023-06-03,18:51:41,23:51:47,4.9,1.8,Vacation
ATT82422,EMP1332,2024-01-11,18:19:44,17:50:38,4.3,2.7,None
ATT92316,EMP8926,2023-12-14,20:03:23,02:36:49,7.0,0.3,Sick Leave
ATT82511,EMP7274,2025-02-16,23:03:06,20:57:55,7.2,2.7,None
ATT58011,EMP5099,2024-09-07,08:26:48,13:43:05,4.1,0.2,Vacation
ATT75316,EMP1192,2024-08-15,16:40:01,10:28:48,7.2,1.7,None
ATT82546,EMP9203,2023-11-08,08:32:24,06:06:43,8.1,1.9,Sick Leave
ATT20131,EMP5292,2025-02-27,18:20:30,10:35:46,9.9,0.2,Vacation
ATT13592,EMP2110,2024-10-22,22:27:59,07:40:40,5.1,1.9,Vacation
ATT5615,EMP6350,2023-06-01,00:39:05,12:44:33,9.5,1.9,None
ATT66342,EMP9888,2025-05-03,09:48:59,13:44:23,8.2,0.1,Sick Leave
ATT82279,EMP6121,2023-07-19,00:00:41,21:03:37,8.6,1.7,Sick Leave
ATT94589,EMP8143,2023-10-11,09:35:56,19:07:14,7.7,2.3,Vacation
ATT8737,EMP8492,2023-08-16,03:06:19,01:15:28,5.9,1.7,Vacation
ATT47673,EMP8423,2024-05-01,20:43:56,23:22:15,9.3,2.0,None
ATT56971,EMP8668,2023-02-20,18:17:21,03:43:38,4.9,1.0,None
ATT60490,EMP6784,2025-03-14,14:18:10,10:05:12,9.5,0.7,Vacation
ATT87109,EMP1410,2023-10-24,10:39:55,20:51:56,4.2,0.9,Sick Leave
ATT72399,EMP7643,2024-11-21,09:15:50,20:51:47,9.6,2.9,None
ATT48739,EMP4010,2023-01-10,02:18:11,01:49:01,6.9,2.4,Vacation
ATT67956,EMP7392,2023-06-15,05:39:46,04:51:58,4.5,1.5,Sick Leave
ATT28221,EMP5559,2024-04-02,02:07:26,21:15:09,7.0,2.1,Sick Leave
ATT53245,EMP3421,2025-08-23,18:46:40,13:18:52,7.2,1.7,None
ATT91625,EMP6159,2025-06-15,10:27:28,18:11:44,6.5,3.0,Sick Leave
ATT17432,EMP2948,2024-05-26,12:22:22,06:38:10,6.5,0.3,Vacation
ATT67820,EMP7646,2025-05-15,17:13:04,06:21:54,5.8,1.2,Vacation
ATT41934,EMP6335,2025-10-17,09:42:13,10:59:48,5.8,0.4,None
ATT41669,EMP4411,2024-02-04,11:01:49,08:27:39,5.3,1.4,None
ATT41714,EMP9521,2024-09-28,20:57:42,12:53:18,5.1,0.5,Vacation
ATT13561,EMP7018,2024-10-09,13:13:33,00:13:15,5.7,1.9,Vacation
ATT8706,EMP6955,2024-04-05,20:06:52,19:05:46,7.6,2.0,None
ATT43763,EMP7479,2025-05-22,09:03:44,08:20:29,4.5,1.3,None
ATT93601,EMP1772,2023-11-27,01:00:41,04:24:54,9.9,2.7,None
ATT32370,EMP7169,2025-01-15,22:28:47,21:27:47,8.9,0.1,Vacation
ATT10645,EMP6512,2023-07-22,21:50:56,23:12:50,4.6,2.1,None
ATT62143,EMP4687,2023-09-28,14:24:33,14:42:23,5.0,2.5,None
ATT23660,EMP3743,2025-08-03,15:37:31,11:09:48,10.0,2.1,None
ATT1906,EMP8781,2025-10-23,09:27:42,23:27:46,8.8,2.5,None
ATT31451,EMP4949,2023-05-14,17:00:57,19:30:12,4.8,0.0,None
ATT67664,EMP5311,2025-07-31,06:10:08,11:21:20,8.9,2.2,Vacation
ATT26391,EMP7300,2023-09-12,21:36:21,00:36:08,5.5,1.2,None
ATT15772,EMP2529,2025-03-26,04:54:12,12:03:34,4.3,1.5,None
ATT59393,EMP8235,2025-10-25,23:59:00,11:27:00,9.8,1.5,None
ATT98735,EMP3814,2025-02-02,14:56:27,23:33:27,9.6,2.5,None
ATT12523,EMP5861,2025-03-12,20:29:56,16:20:42,9.5,2.1,Vacation
ATT68577,EMP8966,2025-02-15,12:46:58,14:36:22,6.5,1.2,Sick Leave
ATT96619,EMP3416,2023-03-15,06:21:21,04:01:14,7.3,1.5,None
ATT50512,EMP4812,2025-05-17,00:38:07,03:36:17,6.8,0.7,None
ATT89663,EMP2452,2024-01-21,13:25:23,09:26:54,7.9,2.9,Vacation
ATT73253,EMP6546,2023-04-21,16:27:58,14:21:28,9.5,1.8,Sick Leave
ATT82503,EMP2525,2025-09-15,23:03:27,01:55:50,6.2,2.6,Sick Leave
ATT71096,EMP5422,2023-07-27,14:10:41,15:02:03,9.5,0.1,Sick Leave
ATT18575,EMP8209,2025-08-11,19:10:57,05:11:23,5.0,1.7,Sick Leave
ATT86273,EMP3389,2024-07-30,22:49:11,00:48:35,7.5,0.8,None
ATT8762,EMP6398,2023-06-18,05:33:17,17:30:51,7.1,1.3,Sick Leave
ATT52461,EMP4290,2024-02-21,06:06:24,06:24:40,9.2,0.2,Sick Leave
ATT32724,EMP4797,2023-10-28,00:46:06,14:39:54,6.8,2.5,None
ATT99115,EMP3143,2025-09-27,07:59:11,21:27:53,4.2,2.1,Vacation
ATT53822,EMP6424,2023-12-31,21:02:36,12:51:33,6.1,0.2,Vacation
ATT95350,EMP3497,2025-11-15,01:29:35,17:21:45,7.3,1.8,None
ATT96449,EMP6450,2024-09-02,18:00:08,05:41:21,9.4,2.7,Sick Leave
ATT18169,EMP3419,2025-04-16,07:43:29,02:49:00,8.4,0.7,Sick Leave
ATT91459,EMP1871,2025-02-10,13:08:22,07:38:50,9.0,2.6,Sick Leave
ATT23423,EMP9564,2023-01-28,08:03:13,22:26:37,7.8,1.2,Sick Leave
ATT26750,EMP1644,2023-12-08,21:56:59,06:40:20,5.7,0.3,None
ATT44319,EMP9587,2024-07-19,20:54:29,02:20:59,8.4,1.9,Sick Leave
ATT54749,EMP2829,2023-10-30,03:46:29,19:17:11,5.0,2.5,Sick Leave
ATT69753,EMP5900,2024-03-20,09:01:22,13:32:16,6.3,2.0,Vacation
ATT72676,EMP2849,2024-10-19,10:53:57,00:03:45,4.4,1.2,Vacation
ATT77195,EMP4198,2025-01-14,02:48:48,07:41:29,5.1,2.2,Sick Leave
ATT99004,EMP6662,2025-12-27,20:43:41,18:56:35,7.2,1.8,Sick Leave
ATT84171,EMP7667,2025-06-29,03:55:58,22:38:03,5.3,2.4,None
ATT17422,EMP8158,2025-05-01,15:38:35,19:38:29,6.1,2.2,None
ATT71425,EMP3589,2024-06-08,01:23:39,13:14:17,9.2,0.9,Sick Leave
ATT60768,EMP7531,2024-06-26,00:24:38,20:49:57,5.1,0.5,Sick Leave
ATT96280,EMP1531,2025-06-13,18:27:06,10:15:05,8.8,0.3,None
ATT51818,EMP3392,2023-11-30,01:36:59,02:17:38,8.0,0.2,None
ATT33603,EMP2842,2024-12-15,04:02:54,00:24:11,6.5,1.0,Sick Leave
ATT22344,EMP3544,2023-11-16,04:08:33,12:05:59,5.8,2.3,None
ATT3851,EMP6543,2025-10-01,07:15:26,10:21:53,8.7,1.2,Sick Leave
ATT36265,EMP2736,2025-05-06,22:58:11,14:21:44,9.4,1.5,Vacation
ATT60669,EMP7761,2024-05-21,12:48:15,17:15:13,8.7,1.9,None
ATT53357,EMP1243,2023-10-24,16:39:26,21:11:22,4.3,2.1,Sick Leave
ATT48860,EMP2840,2023-06-20,15:58:09,08:48:45,9.5,2.2,Vacation
ATT19309,EMP7897,2023-09-29,14:37:43,08:50:16,4.1,0.4,Vacation
ATT1592,EMP8813,2023-11-16,13:14:23,05:39:39,8.9,2.1,Vacation
ATT98178,EMP7323,2025-08-11,15:23:02,06:54:42,8.5,0.6,None
ATT93355,EMP8523,2023-06-12,10:04:07,05:37:04,6.3,2.8,Vacation
ATT65756,EMP2144,2023-11-26,19:48:43,02:08:57,8.4,2.2,Vacation
ATT92345,EMP9858,2025-02-02,13:12:54,10:09:28,4.9,2.7,None
ATT52052,EMP1146,2024-08-04,08:49:15,03:43:18,9.3,0.1,Vacation
ATT16182,EMP3659,2024-09-14,21:41:16,23:22:07,9.1,2.4,None
ATT67239,EMP4173,2023-10-11,16:24:32,22:35:15,8.7,1.5,Vacation
ATT77342,EMP3320,2023-12-20,09:30:32,05:28:01,5.5,1.9,Sick Leave
ATT39550,EMP4182,2023-06-26,01:44:10,03:11:51,5.7,2.2,Vacation
ATT19612,EMP6586,2025-10-19,08:43:24,12:16:21,5.3,2.2,None
ATT82078,EMP9435,2024-04-19,12:15:35,18:26:15,9.0,0.5,None
ATT48532,EMP9216,2023-11-04,09:18:28,13:54:26,4.6,2.2,None
ATT58972,EMP9555,2025-11-29,03:57:41,02:42:59,6.1,2.8,Sick Leave
ATT63287,EMP1886,2024-03-24,11:19:35,21:02:53,6.9,0.4,None
ATT47208,EMP3579,2023-11-13,23:22:22,01:14:10,4.8,1.9,None
ATT77670,EMP5377,2025-02-13,03:43:29,03:56:11,9.1,0.8,Vacation
ATT32991,EMP7005,2023-07-30,20:58:14,15:29:09,5.9,1.1,Sick Leave
ATT9516,EMP6193,2025-01-17,11:03:30,07:05:30,8.3,2.4,Vacation
ATT83774,EMP6338,2023-07-31,16:44:04,17:22:47,7.5,1.3,Sick Leave
ATT93583,EMP1376,2025-07-16,03:27:54,15:57:14,5.2,2.2,Sick Leave
ATT46672,EMP9068,2024-11-03,05:55:13,19:09:19,5.2,2.9,None
ATT73771,EMP5580,2024-07-19,14:29:33,22:38:57,8.1,2.7,Vacation
ATT51786,EMP3029,2024-10-27,20:11:08,09:27:52,8.9,1.6,None
ATT42542,EMP1721,2023-12-24,15:22:56,02:22:34,6.3,2.8,None
ATT68722,EMP6310,2023-04-03,10:51:17,11:40:33,4.8,0.4,Vacation
ATT65774,EMP2539,2024-05-18,21:06:53,11:26:37,4.8,1.8,Sick Leave
ATT62474,EMP2513,2023-07-05,13:14:26,17:55:11,8.8,0.0,None
ATT3174,EMP9659,2025-03-13,13:41:19,14:37:33,6.6,1.4,None
ATT34871,EMP9219,2023-02-07,09:38:34,14:52:43,5.0,2.2,Sick Leave
ATT48060,EMP4579,2024-09-09,12:00:35,14:51:52,6.0,0.7,Vacation
ATT85624,EMP3683,2024-05-30,18:57:43,11:27:39,8.7,2.0,None
ATT15045,EMP3614,2025-05-20,08:42:11,13:47:57,7.9,2.1,Vacation
ATT45787,EMP8693,2025-01-03,02:43:04,08:44:06,6.5,0.9,Sick Leave
ATT14741,EMP7170,2025-07-09,16:27:29,05:12:42,4.9,0.9,Vacation
ATT81407,EMP6589,2025-01-20,09:14:02,21:11:54,6.9,0.7,Sick Leave
ATT63679,EMP2853,2024-10-13,00:12:27,02:39:07,4.3,0.0,None
ATT16176,EMP4112,2024-01-31,23:57:34,23:23:04,5.8,1.5,Sick Leave
ATT63224,EMP5196,2023-10-11,23:41:13,23:15:20,8.5,1.3,Vacation
ATT53297,EMP5796,2024-04-06,06:53:30,11:04:45,8.8,0.2,None
ATT38048,EMP4186,2023-08-04,06:50:21,15:09:17,7.9,0.6,None
ATT5211,EMP2188,2025-12-19,20:55:45,11:35:44,8.4,0.6,Vacation
ATT18476,EMP9643,2025-10-13,06:34:11,22:47:56,6.2,0.4,Vacation
ATT26276,EMP5716,2024-12-22,05:34:25,21:56:23,9.0,0.1,Sick Leave
ATT58546,EMP6971,2025-02-05,21:09:04,12:57:49,4.1,0.9,Sick Leave
ATT49608,EMP2080,2024-08-26,15:11:25,21:23:24,6.7,1.5,None
ATT68807,EMP1079,2025-10-31,02:00:25,21:19:55,5.7,1.5,None
ATT61817,EMP3112,2023-06-28,11:16:58,06:11:28,7.0,1.3,Sick Leave
ATT16996,EMP2963,2023-12-20,15:54:05,23:08:08,6.8,2.1,Vacation
ATT4454,EMP1122,2025-01-30,17:58:55,04:36:44,5.9,0.2,Vacation
ATT88151,EMP5801,2025-03-09,07:48:08,06:12:29,5.2,1.6,Sick Leave
ATT69531,EMP9616,2025-05-01,21:42:13,20:41:20,7.4,2.1,None
ATT20581,EMP3988,2025-12-15,13:17:02,22:19:14,4.9,0.9,None
ATT32108,EMP7071,2023-02-18,11:18:49,10:34:02,9.3,1.7,None
ATT23734,EMP9631,2024-10-09,15:45:33,02:54:49,5.5,1.4,None
ATT9321,EMP7647,2023-06-18,05:53:18,02:41:11,4.2,2.3,Vacation
ATT48759,EMP6623,2024-09-12,10:27:48,15:23:47,4.4,0.8,Sick Leave
ATT93661,EMP3065,2025-04-14,21:31:38,02:50:56,9.1,2.0,Sick Leave
ATT36898,EMP6851,2023-05-18,08:18:41,05:43:23,7.9,2.2,Sick Leave
ATT26681,EMP5902,2024-05-15,16:05:11,06:46:44,6.0,0.3,Vacation
ATT50655,EMP7024,2024-07-06,08:27:15,08:19:39,8.8,0.5,Vacation
ATT96768,EMP1889,2023-07-24,15:17:54,16:41:17,6.6,0.6,Vacation
ATT99361,EMP1752,2023-11-04,04:46:08,03:17:02,7.4,0.7,Vacation
ATT20063,EMP2074,2025-02-24,04:46:48,15:42:07,5.7,2.9,None
ATT98500,EMP3870,2023-04-13,11:33:55,11:37:53,5.7,1.9,Vacation
ATT5956,EMP1828,2023-03-05,21:41:10,18:02:47,7.6,2.8,Vacation
ATT90892,EMP6929,2025-04-11,09:48:38,12:59:36,4.7,0.1,Vacation
ATT7617,EMP3718,2023-02-20,16:16:54,14:50:50,8.4,1.8,None
ATT53180,EMP9195,2024-04-03,11:02:44,06:53:52,5.7,0.5,None
ATT52690,EMP9441,2023-12-16,04:31:57,17:55:59,9.9,2.5,Vacation
ATT14412,EMP6665,2024-08-09,18:10:56,12:22:49,8.7,1.4,Sick Leave
ATT34373,EMP8893,2025-04-02,05:23:06,19:43:40,5.5,1.3,Vacation
ATT91365,EMP5768,2025-05-27,09:55:46,00:45:55,9.1,2.9,None
ATT40238,EMP9510,2025-03-21,23:00:48,21:49:46,4.9,0.3,Sick Leave
ATT27436,EMP7435,2024-04-29,05:12:54,03:04:26,8.4,0.6,None
ATT31717,EMP5114,2024-12-10,21:55:17,15:12:45,8.7,2.1,Vacation
ATT76255,EMP5792,2024-04-21,21:00:52,02:33:05,9.7,1.3,Vacation
ATT61104,EMP2859,2025-09-19,16:01:45,18:56:46,4.5,2.6,Vacation
ATT92818,EMP9226,2023-09-28,11:32:29,00:54:27,9.0,2.8,None
ATT25282,EMP1686,2025-05-19,12:33:30,18:25:28,7.0,2.2,Vacation
ATT50026,EMP8058,2023-06-28,09:54:05,20:26:43,8.1,0.6,Sick Leave
ATT6511,EMP9156,2025-03-25,16:15:53,23:01:44,4.5,2.9,Sick Leave
ATT13311,EMP1837,2023-09-27,02:20:44,03:28:26,5.5,1.4,Vacation
ATT49850,EMP4163,2024-07-15,15:09:01,05:21:59,9.2,1.7,Vacation
ATT35223,EMP4209,2024-11-04,05:24:59,22:56:39,9.6,1.0,Sick Leave
ATT57067,EMP7988,2025-06-28,00:26:59,12:54:51,6.1,0.0,Vacation
ATT87416,EMP4592,2023-02-07,20:11:58,15:42:43,9.9,1.5,Vacation
ATT69399,EMP7321,2023-04-29,10:15:28,21:29:30,7.1,2.9,None
ATT91035,EMP5105,2023-07-13,20:42:19,13:30:06,9.8,1.6,None
ATT15212,EMP1785,2025-02-03,00:07:30,22:28:33,7.8,0.5,None
ATT30622,EMP7113,2025-02-01,15:07:07,03:54:38,9.7,1.7,None
ATT5976,EMP9203,2024-07-02,15:45:01,00:26:10,4.2,1.6,Vacation
ATT35520,EMP7127,2024-01-25,09:43:31,19:46:31,4.7,1.0,None
ATT99578,EMP6877,2024-02-07,05:07:26,09:10:15,6.6,2.2,Sick Leave
ATT89760,EMP2667,2025-06-13,19:14:05,05:36:28,8.3,1.9,None
ATT33277,EMP6094,2025-10-17,18:02:22,14:47:33,9.2,1.4,Vacation
ATT87154,EMP3156,2023-12-24,06:05:30,15:28:19,8.9,2.7,Vacation
ATT20044,EMP1609,2023-10-02,04:30:25,15:19:49,5.8,2.9,Vacation
ATT11878,EMP8101,2024-12-10,00:26:48,16:10:59,9.3,0.3,None
ATT74599,EMP9987,2024-04-02,03:27:35,22:33:32,4.3,1.1,Vacation
ATT19390,EMP3319,2025-07-30,11:18:39,16:22:52,6.4,1.1,None
ATT4506,EMP2799,2025-07-23,01:51:27,12:26:12,7.4,2.7,Sick Leave
ATT19364,EMP2463,2025-05-05,12:17:38,06:16:33,8.5,2.4,Vacation
ATT34285,EMP3801,2023-02-03,00:13:41,11:51:34,4.3,1.5,None
ATT55013,EMP4030,2023-10-24,22:28:10,19:56:30,5.0,1.9,None
ATT94830,EMP2737,2025-05-15,15:15:57,13:14:21,4.2,2.8,None
ATT50890,EMP3726,2023-11-20,23:40:33,13:36:24,8.5,2.9,None
ATT21318,EMP4002,2025-09-30,08:05:06,13:58:59,5.9,2.7,Vacation
ATT2740,EMP9213,2025-12-27,22:11:26,18:04:52,8.9,1.8,Vacation
ATT29252,EMP9654,2024-03-07,11:42:59,17:45:01,7.9,1.6,Vacation
ATT22338,EMP7815,2023-10-05,08:05:36,07:33:13,4.5,0.5,Sick Leave
ATT98459,EMP5053,2024-07-20,18:13:22,09:28:24,4.7,2.0,Vacation
ATT32679,EMP4871,2023-10-15,21:34:28,01:00:28,6.9,1.2,None
ATT19628,EMP3229,2024-03-01,14:34:51,14:20:05,7.3,1.5,Vacation
ATT24273,EMP9148,2025-07-03,23:36:42,10:30:05,8.7,2.3,Sick Leave
ATT56245,EMP7912,2025-03-05,13:07:59,03:30:41,4.8,2.9,None
ATT10949,EMP6145,2024-08-28,05:44:41,23:27:22,9.3,2.3,None
ATT88021,EMP5939,2024-04-14,11:05:28,21:21:41,5.3,1.1,Sick Leave
ATT93177,EMP8488,2025-06-14,21:16:54,00:41:02,7.9,1.1,None
ATT49092,EMP7638,2024-07-29,21:42:13,01:56:39,4.9,1.3,None
ATT10055,EMP6416,2024-09-27,17:08:16,22:57:21,4.8,2.8,Vacation
ATT43451,EMP9027,2023-03-06,17:17:46,03:15:56,4.6,1.9,Vacation
ATT90917,EMP2578,2024-02-09,05:57:23,18:27:22,9.4,2.3,Sick Leave
ATT96315,EMP1670,2024-05-19,11:36:33,19:22:20,8.0,2.3,Vacation
ATT56169,EMP8645,2023-10-27,22:00:39,00:02:53,9.9,0.2,Sick Leave
ATT5002,EMP4940,2024-05-29,10:39:38,07:33:45,5.9,1.5,Sick Leave
ATT91783,EMP3400,2024-05-12,12:41:02,03:45:30,5.3,1.4,None
ATT17887,EMP2642,2024-12-06,01:20:08,16:54:19,7.1,0.5,Vacation
ATT87614,EMP5868,2024-06-15,23:07:19,08:08:20,8.0,2.5,Vacation
ATT61660,EMP6866,2025-06-20,17:15:04,12:02:51,5.2,2.3,Sick Leave
ATT43434,EMP2687,2024-06-11,01:33:58,08:20:10,6.1,2.6,Vacation
ATT22278,EMP1065,2025-01-07,01:06:56,19:03:01,7.8,2.4,Sick Leave
ATT9376,EMP7600,2024-06-19,14:29:27,16:05:10,4.8,1.9,Vacation
ATT29773,EMP2145,2024-03-25,09:31:59,09:01:43,9.1,1.4,None
ATT17842,EMP5316,2023-10-18,00:58:37,06:16:54,5.2,1.5,None
ATT43408,EMP6466,2025-03-21,03:16:38,17:29:38,6.7,2.4,Sick Leave
ATT64805,EMP5701,2023-09-16,22:53:44,00:47:03,8.5,0.7,Sick Leave
ATT88757,EMP7814,2024-09-21,15:18:17,07:54:24,5.6,1.0,Vacation
ATT39297,EMP4123,2025-05-29,14:08:31,10:59:47,5.5,1.3,None
ATT24342,EMP8052,2025-10-14,02:12:47,00:53:30,9.0,1.3,Vacation
ATT27135,EMP1895,2024-05-29,13:31:37,20:11:35,4.9,1.4,None
ATT84073,EMP1223,2023-06-27,02:07:12,23:47:46,6.7,2.2,None
ATT57685,EMP7012,2025-01-23,22:19:03,08:44:42,5.6,0.0,Sick Leave
ATT26111,EMP3536,2023-12-15,07:06:45,00:41:15,5.3,1.6,Vacation
ATT62327,EMP6133,2024-06-30,10:48:07,18:16:20,5.4,2.7,Sick Leave
ATT48221,EMP2094,2024-04-19,18:50:24,16:58:09,6.3,1.8,Vacation
ATT19009,EMP2609,2025-08-25,13:56:47,16:51:56,4.3,2.3,Sick Leave
ATT26481,EMP5863,2024-10-07,09:04:16,03:58:06,8.1,1.3,Sick Leave
ATT75511,EMP9595,2024-08-18,12:32:11,12:57:33,6.2,1.5,Vacation
ATT29459,EMP1942,2024-10-09,09:01:50,04:51:28,9.5,2.8,Vacation
ATT51891,EMP8072,2023-04-02,12:28:29,18:24:49,5.9,2.6,Sick Leave
ATT77878,EMP4033,2024-08-20,15:26:19,21:16:06,6.0,2.2,Sick Leave
ATT33472,EMP9499,2025-12-04,09:55:33,17:56:48,7.0,1.2,None
ATT54544,EMP3422,2023-10-20,07:20:04,11:41:55,5.2,1.3,Sick Leave
ATT5275,EMP8299,2023-05-05,16:21:11,13:45:54,6.3,0.9,None
ATT91620,EMP1507,2023-01-28,12:23:11,08:54:03,7.8,0.9,Sick Leave
ATT42184,EMP6609,2025-07-28,03:58:49,15:34:38,4.0,0.0,None
ATT37836,EMP9683,2024-03-04,14:08:27,09:52:10,4.1,1.6,Sick Leave
ATT51400,EMP4180,2023-09-06,07:43:35,17:33:08,6.6,0.2,None
ATT54023,EMP5074,2024-07-12,23:34:06,02:53:12,8.6,2.1,None
ATT83172,EMP3046,2024-07-08,14:16:47,17:01:30,4.7,0.5,Vacation
ATT92834,EMP2228,2025-04-14,06:50:35,04:20:11,8.1,0.4,Vacation
ATT71585,EMP2814,2025-12-22,09:02:44,08:41:19,6.6,1.9,Vacation
ATT75875,EMP4126,2024-02-19,22:58:00,04:01:11,8.1,0.3,Sick Leave
ATT41243,EMP6817,2025-09-13,11:30:12,14:09:07,5.5,2.4,Sick Leave
ATT99550,EMP7652,2023-03-03,09:32:25,05:00:20,4.6,3.0,Vacation
ATT84619,EMP8953,2023-07-27,21:50:59,08:08:32,6.1,2.5,Sick Leave
ATT45348,EMP6490,2025-01-02,20:26:15,01:07:12,7.1,2.3,Sick Leave
ATT6407,EMP3653,2023-09-15,18:22:10,07:38:03,5.3,0.8,Sick Leave
ATT12631,EMP9980,2024-06-13,21:55:07,02:26:24,8.3,0.5,Vacation
ATT20947,EMP9729,2023-02-13,21:30:22,20:48:58,6.3,1.5,Vacation
ATT12694,EMP8063,2023-12-05,09:17:06,06:42:19,9.5,0.8,None
ATT47856,EMP4277,2024-04-11,20:15:22,07:30:29,7.9,0.5,None
ATT77915,EMP3683,2024-05-12,00:10:53,08:10:59,5.7,2.9,Sick Leave
ATT51523,EMP9659,2024-10-08,10:25:24,09:43:46,9.4,1.0,None
ATT74076,EMP5404,2025-08-15,07:20:47,15:48:31,9.2,0.4,Vacation
ATT64659,EMP4463,2025-05-01,06:45:34,01:50:57,6.8,1.2,Vacation
ATT58103,EMP1992,2024-12-12,06:49:17,13:21:55,6.4,1.4,Vacation
ATT65993,EMP3342,2024-06-08,14:02:48,23:25:02,4.7,1.7,None
ATT21448,EMP3981,2025-07-19,23:02:20,22:49:38,8.8,0.9,Vacation
ATT19962,EMP7187,2024-05-31,07:22:02,08:21:41,9.1,2.5,Sick Leave
ATT26606,EMP5868,2025-06-06,20:38:40,05:59:19,4.9,0.2,None
ATT24938,EMP2278,2023-02-16,23:43:03,15:08:20,9.0,2.9,None
ATT76075,EMP1814,2023-04-13,19:49:14,21:12:40,7.5,2.4,Sick Leave
ATT84184,EMP8785,2025-02-05,20:49:41,03:06:31,7.6,2.7,None
ATT51846,EMP9393,2025-01-08,12:59:52,07:24:46,6.1,1.3,Vacation
ATT50726,EMP7698,2024-06-07,16:56:40,09:26:35,4.7,1.3,Vacation
ATT5476,EMP7769,2024-01-13,08:13:15,04:42:13,5.9,1.5,Sick Leave
ATT70250,EMP9471,2023-05-02,16:37:01,06:52:33,7.9,0.0,None
ATT46087,EMP6434,2023-10-28,04:52:07,13:39:59,9.6,0.9,Sick Leave
ATT25320,EMP2681,2023-01-22,12:09:12,03:40:42,6.4,0.1,None
ATT42509,EMP3641,2024-11-05,23:51:32,07:53:47,5.0,1.9,Vacation
ATT40574,EMP8775,2025-02-05,02:46:45,10:37:55,7.9,2.2,Sick Leave
ATT92531,EMP5095,2023-03-27,14:51:08,14:22:28,5.4,1.0,Vacation
ATT57033,EMP3061,2025-05-01,22:56:27,23:33:21,9.9,2.0,None
ATT24847,EMP9630,2023-05-23,20:20:39,00:06:12,9.6,2.1,Vacation
ATT98916,EMP8204,2023-02-28,00:18:39,09:35:12,7.4,2.5,Sick Leave
ATT7092,EMP5282,2023-04-17,03:38:23,18:55:51,7.0,1.4,None
ATT91418,EMP9809,2024-11-27,12:28:35,06:01:03,5.9,2.1,Sick Leave
ATT64309,EMP6541,2025-09-10,06:16:13,20:50:21,9.3,2.7,Sick Leave
ATT84862,EMP9778,2024-09-19,06:43:02,12:05:02,6.2,1.6,Sick Leave
ATT33303,EMP8263,2025-03-14,11:37:33,03:08:27,8.0,2.4,None
ATT37581,EMP2411,2023-04-04,23:54:31,15:44:29,7.8,0.0,None
ATT22925,EMP4500,2025-03-20,21:05:06,02:51:56,5.4,1.4,None
ATT71771,EMP6298,2024-02-25,23:03:44,05:58:22,4.2,2.9,Sick Leave
ATT17630,EMP4746,2025-12-23,02:03:57,08:28:35,7.5,2.5,Vacation
ATT74265,EMP2647,2025-05-09,18:03:50,07:12:31,8.7,1.1,Vacation
ATT38667,EMP3505,2024-05-05,22:42:04,23:35:17,8.2,2.1,Vacation
ATT24800,EMP9436,2023-01-05,07:02:28,18:32:07,4.3,1.3,Sick Leave
ATT92114,EMP6833,2023-06-18,05:17:16,10:33:18,9.4,1.9,Sick Leave
ATT36962,EMP8413,2025-08-21,14:04:11,12:48:29,4.8,0.9,Vacation
ATT96559,EMP3664,2023-09-01,20:44:36,20:52:01,5.2,2.4,None
ATT57152,EMP1686,2025-04-19,18:50:44,11:36:24,9.2,2.9,Vacation
